,a,b,e,c,d
89873,6,0,-1,6,1
89874,6,0,-1,6,1
89875,6,0,-1,6,1
89876,6,0,-1,6,1
89877,6,0,-1,6,1
89878,6,0,-1,6,1
89879,6,0,-1,6,1
89880,6,0,-1,6,1
89881,6,0,-1,6,1
89882,6,0,-1,6,1
89883,6,0,-1,6,1
89884,6,0,-1,6,1
89885,6,0,-1,6,1
89886,6,0,-1,6,1
89887,6,0,-1,6,1
89888,6,0,-1,6,1
89889,6,0,-1,6,1
89890,6,0,-1,6,1
89891,6,0,-1,6,1
89892,6,0,-1,6,1
89893,6,0,-1,6,1
89894,6,0,-1,6,1
89895,6,0,-1,6,1
89896,-10,0,2,-10,1
89897,-10,0,2,-10,1
89898,-10,0,2,-10,1
89899,-10,0,2,-10,1
89900,-10,0,2,-10,1
89901,-10,0,2,-10,1
89902,-10,0,2,-10,1
89903,-10,0,2,-10,1
89904,-10,0,2,-10,1
89905,-10,0,2,-10,1
89906,-10,0,2,-10,1
89907,-10,0,2,-10,1
89908,-10,0,2,-10,1
89909,-10,0,2,-10,1
89910,-10,0,2,-10,1
89911,-10,0,2,-10,1
89912,-10,0,2,-10,1
89913,-10,0,2,-10,1
89914,-10,0,2,-10,1
89915,-10,0,2,-10,1
89916,-10,0,2,-10,1
89917,-10,0,2,-10,1
89918,-10,0,2,-10,1
89919,-10,0,2,-10,1
89920,-10,0,2,-10,1
89921,-10,0,2,-10,1
89922,-10,0,2,-10,1
89923,-10,0,2,-10,1
89924,-10,0,2,-10,1
89925,-10,0,2,-10,1
89926,-10,0,2,-10,1
89927,-10,0,2,-10,1
89928,-10,0,2,-10,1
89929,-10,0,2,-10,1
89930,-10,0,2,-10,1
89931,-10,0,2,-10,1
89932,-10,0,2,-10,1
89933,-10,0,2,-10,1
89934,-10,0,2,-10,1
89935,-10,0,2,-10,1
89936,-10,0,2,-10,1
89937,-10,0,2,-10,1
89938,-10,0,2,-10,1
89939,-10,0,2,-10,1
89940,-10,0,2,-10,1
89941,-10,0,2,-10,1
89942,-10,0,2,-10,1
89943,-10,0,2,-10,1
89944,-10,0,2,-10,1
89945,-10,0,2,-10,1
89946,0,0,-9,0,1
89947,0,0,-9,0,1
89948,0,0,-9,0,1
89949,0,0,-9,0,1
89950,0,0,-9,0,1
89951,0,0,-9,0,1
89952,0,0,-9,0,1
89953,0,0,-9,0,1
89954,0,0,-9,0,1
89955,0,0,-9,0,1
89956,0,0,-9,0,1
89957,0,0,-9,0,1
89958,0,0,-9,0,1
89959,0,0,-9,0,1
89960,0,0,-9,0,1
89961,0,0,-9,0,1
89962,0,0,-9,0,1
89963,0,0,-9,0,1
89964,0,0,-9,0,1
89965,0,0,-9,0,1
89966,0,0,-9,0,1
89967,0,0,-9,0,1
89968,0,0,-9,0,1
89969,0,0,-9,0,1
89970,0,0,-9,0,1
89971,0,0,-9,0,1
89972,0,0,-9,0,1
89973,0,0,-9,0,1
89974,0,0,-9,0,1
89975,0,0,-9,0,1
89976,0,0,-9,0,1
89977,0,0,-9,0,1
89978,0,0,-9,0,1
89979,0,0,-9,0,1
89980,0,0,-9,0,1
89981,0,0,-9,0,1
89982,0,0,-9,0,1
89983,0,0,-9,0,1
89984,0,0,-9,0,1
89985,0,0,-9,0,1
89986,0,0,-9,0,1
89987,0,0,-9,0,1
89988,-8,0,1,-8,1
89989,-8,0,1,-8,1
89990,-8,0,1,-8,1
89991,-8,0,1,-8,1
89992,-8,0,1,-8,1
89993,-8,0,1,-8,1
89994,-8,0,1,-8,1
89995,-8,0,1,-8,1
89996,-8,0,1,-8,1
89997,-8,0,1,-8,1
89998,-8,0,1,-8,1
89999,-8,0,1,-8,1
90000,-8,0,1,-8,1
90001,-8,0,1,-8,1
90002,-8,0,1,-8,1
90003,-8,0,1,-8,1
90004,-8,0,1,-8,1
90005,-8,0,1,-8,1
90006,-8,0,1,-8,1
90007,-8,0,1,-8,1
90008,-8,0,1,-8,1
90009,-8,0,1,-8,1
90010,-8,0,1,-8,1
90011,-8,0,1,-8,1
90012,-8,0,1,-8,1
90013,-8,0,1,-8,1
90014,-8,0,1,-8,1
90015,-8,0,1,-8,1
90016,-8,0,1,-8,1
90017,-8,0,1,-8,1
90018,-8,0,1,-8,1
90019,-8,0,1,-8,1
90020,-8,0,1,-8,1
90021,-8,0,1,-8,1
90022,-8,0,1,-8,1
90023,-8,0,1,-8,1
90024,-8,0,1,-8,1
90025,-8,0,1,-8,1
90026,-8,0,1,-8,1
90027,-8,0,1,-8,1
90028,-8,0,1,-8,1
90029,-8,0,1,-8,1
90030,-8,0,1,-8,1
90031,-8,0,1,-8,1
90032,-8,0,1,-8,1
90033,-8,0,1,-8,1
90034,-8,0,1,-8,1
90035,-8,0,1,-8,1
90036,3,0,-3,3,1
90037,3,0,-3,3,1
90038,3,0,-3,3,1
90039,3,0,-3,3,1
90040,3,0,-3,3,1
90041,3,0,-3,3,1
90042,3,0,-3,3,1
90043,3,0,-3,3,1
90044,3,0,-3,3,1
90045,3,0,-3,3,1
90046,3,0,-3,3,1
90047,3,0,-3,3,1
90048,3,0,-3,3,1
90049,3,0,-3,3,1
90050,3,0,-3,3,1
90051,3,0,-3,3,1
90052,3,0,-3,3,1
90053,3,0,-3,3,1
90054,3,0,-3,3,1
90055,3,0,-3,3,1
90056,3,0,-3,3,1
90057,3,0,-3,3,1
90058,3,0,-3,3,1
90059,3,0,-3,3,1
90060,3,0,-3,3,1
90061,3,0,-3,3,1
90062,3,0,-3,3,1
90063,3,0,-3,3,1
90064,3,0,-3,3,1
90065,3,0,-3,3,1
90066,3,0,-3,3,1
90067,3,0,-3,3,1
90068,3,0,-3,3,1
90069,3,0,-3,3,1
90070,3,0,-3,3,1
90071,3,0,-3,3,1
90072,3,0,-3,3,1
90073,3,0,-3,3,1
90074,3,0,-3,3,1
90075,3,0,-3,3,1
90076,3,0,-3,3,1
90077,3,0,-3,3,1
90078,3,0,-3,3,1
90079,3,0,-3,3,1
90080,3,0,-3,3,1
90081,3,0,-3,3,1
90082,3,0,-3,3,1
90083,3,0,-3,3,1
90084,-2,0,6,-2,1
90085,-2,0,6,-2,1
90086,-2,0,6,-2,1
90087,-2,0,6,-2,1
90088,-2,0,6,-2,1
90089,-2,0,6,-2,1
90090,-2,0,6,-2,1
90091,-2,0,6,-2,1
90092,-2,0,6,-2,1
90093,-2,0,6,-2,1
90094,-2,0,6,-2,1
90095,-2,0,6,-2,1
90096,-2,0,6,-2,1
90097,-2,0,6,-2,1
90098,-2,0,6,-2,1
90099,-2,0,6,-2,1
90100,-2,0,6,-2,1
90101,-2,0,6,-2,1
90102,-2,0,6,-2,1
90103,-2,0,6,-2,1
90104,-2,0,6,-2,1
90105,-2,0,6,-2,1
90106,-2,0,6,-2,1
90107,-2,0,6,-2,1
90108,-2,0,6,-2,1
90109,-2,0,6,-2,1
90110,-2,0,6,-2,1
90111,-2,0,6,-2,1
90112,-2,0,6,-2,1
90113,-2,0,6,-2,1
90114,-2,0,6,-2,1
90115,-2,0,6,-2,1
90116,-2,0,6,-2,1
90117,-2,0,6,-2,1
90118,-2,0,6,-2,1
90119,-2,0,6,-2,1
90120,-2,0,6,-2,1
90121,-2,0,6,-2,1
90122,-2,0,6,-2,1
90123,-2,0,6,-2,1
90124,-2,0,6,-2,1
90125,-2,0,6,-2,1
90126,-2,0,6,-2,1
90127,-2,0,6,-2,1
90128,-2,0,6,-2,1
90129,-2,0,6,-2,1
90130,-2,0,6,-2,1
90131,-2,0,6,-2,1
90132,-2,0,6,-2,1
90133,-2,0,6,-2,1
90134,-2,0,6,-2,1
90135,3,0,-9,3,1
90136,3,0,-9,3,1
90137,3,0,-9,3,1
90138,3,0,-9,3,1
90139,3,0,-9,3,1
90140,3,0,-9,3,1
90141,3,0,-9,3,1
90142,3,0,-9,3,1
90143,3,0,-9,3,1
90144,3,0,-9,3,1
90145,3,0,-9,3,1
90146,3,0,-9,3,1
90147,3,0,-9,3,1
90148,3,0,-9,3,1
90149,3,0,-9,3,1
90150,3,0,-9,3,1
90151,3,0,-9,3,1
90152,3,0,-9,3,1
90153,3,0,-9,3,1
90154,3,0,-9,3,1
90155,3,0,-9,3,1
90156,3,0,-9,3,1
90157,3,0,-9,3,1
90158,3,0,-9,3,1
90159,3,0,-9,3,1
90160,3,0,-9,3,1
90161,3,0,-9,3,1
90162,3,0,-9,3,1
90163,3,0,-9,3,1
90164,3,0,-9,3,1
90165,3,0,-9,3,1
90166,3,0,-9,3,1
90167,3,0,-9,3,1
90168,3,0,-9,3,1
90169,3,0,-9,3,1
90170,3,0,-9,3,1
90171,3,0,-9,3,1
90172,3,0,-9,3,1
90173,3,0,-9,3,1
90174,3,0,-9,3,1
90175,3,0,-9,3,1
90176,3,0,-9,3,1
90177,3,0,-9,3,1
90178,3,0,-9,3,1
90179,3,0,-9,3,1
90180,3,0,-9,3,1
90181,3,0,-9,3,1
90182,3,0,-9,3,1
90183,-3,0,2,-3,1
90184,-3,0,2,-3,1
90185,-3,0,2,-3,1
90186,-3,0,2,-3,1
90187,-3,0,2,-3,1
90188,-3,0,2,-3,1
90189,-3,0,2,-3,1
90190,-3,0,2,-3,1
90191,-3,0,2,-3,1
90192,-3,0,2,-3,1
90193,-3,0,2,-3,1
90194,-3,0,2,-3,1
90195,-3,0,2,-3,1
90196,-3,0,2,-3,1
90197,-3,0,2,-3,1
90198,-3,0,2,-3,1
90199,-3,0,2,-3,1
90200,-3,0,2,-3,1
90201,-3,0,2,-3,1
90202,-3,0,2,-3,1
90203,-3,0,2,-3,1
90204,-3,0,2,-3,1
90205,-3,0,2,-3,1
90206,-3,0,2,-3,1
90207,-3,0,2,-3,1
90208,-3,0,2,-3,1
90209,-3,0,2,-3,1
90210,-3,0,2,-3,1
90211,-3,0,2,-3,1
90212,-3,0,2,-3,1
90213,-3,0,2,-3,1
90214,-3,0,2,-3,1
90215,-3,0,2,-3,1
90216,-3,0,2,-3,1
90217,-3,0,2,-3,1
90218,-3,0,2,-3,1
90219,-3,0,2,-3,1
90220,-3,0,2,-3,1
90221,-3,0,2,-3,1
90222,-3,0,2,-3,1
90223,-3,0,2,-3,1
90224,-3,0,2,-3,1
90225,-3,0,2,-3,1
90226,-3,0,2,-3,1
90227,-3,0,2,-3,1
90228,-3,0,2,-3,1
90229,-3,0,2,-3,1
90230,-1,0,9,-1,1
90231,-1,0,9,-1,1
90232,-1,0,9,-1,1
90233,-1,0,9,-1,1
90234,-1,0,9,-1,1
90235,-1,0,9,-1,1
90236,-1,0,9,-1,1
90237,-1,0,9,-1,1
90238,-1,0,9,-1,1
90239,-1,0,9,-1,1
90240,-1,0,9,-1,1
90241,-1,0,9,-1,1
90242,-1,0,9,-1,1
90243,-1,0,9,-1,1
90244,-1,0,9,-1,1
90245,-1,0,9,-1,1
90246,-1,0,9,-1,1
90247,-1,0,9,-1,1
90248,-1,0,9,-1,1
90249,-1,0,9,-1,1
90250,-1,0,9,-1,1
90251,-1,0,9,-1,1
90252,-1,0,9,-1,1
90253,-1,0,9,-1,1
90254,-1,0,9,-1,1
90255,-1,0,9,-1,1
90256,-1,0,9,-1,1
90257,-1,0,9,-1,1
90258,-1,0,9,-1,1
90259,-1,0,9,-1,1
90260,-1,0,9,-1,1
90261,-1,0,9,-1,1
90262,-1,0,9,-1,1
90263,-1,0,9,-1,1
90264,-1,0,9,-1,1
90265,-1,0,9,-1,1
90266,-1,0,9,-1,1
90267,-1,0,9,-1,1
90268,-1,0,9,-1,1
90269,-1,0,9,-1,1
90270,-1,0,9,-1,1
90271,-1,0,9,-1,1
90272,-1,0,9,-1,1
90273,-1,0,9,-1,1
90274,-1,0,9,-1,1
90275,-1,0,9,-1,1
90276,-1,0,9,-1,1
90277,-1,0,9,-1,1
90278,-1,0,9,-1,1
90279,-1,0,9,-1,1
90280,-1,0,9,-1,1
90281,-1,0,9,-1,1
90282,-1,0,9,-1,1
90283,-1,0,9,-1,1
90284,3,0,-5,3,1
90285,3,0,-5,3,1
90286,3,0,-5,3,1
90287,3,0,-5,3,1
90288,3,0,-5,3,1
90289,3,0,-5,3,1
90290,3,0,-5,3,1
90291,3,0,-5,3,1
90292,3,0,-5,3,1
90293,3,0,-5,3,1
90294,3,0,-5,3,1
90295,3,0,-5,3,1
90296,3,0,-5,3,1
90297,3,0,-5,3,1
90298,3,0,-5,3,1
90299,3,0,-5,3,1
90300,3,0,-5,3,1
90301,3,0,-5,3,1
90302,3,0,-5,3,1
90303,3,0,-5,3,1
90304,3,0,-5,3,1
90305,3,0,-5,3,1
90306,3,0,-5,3,1
90307,3,0,-5,3,1
90308,3,0,-5,3,1
90309,3,0,-5,3,1
90310,3,0,-5,3,1
90311,3,0,-5,3,1
90312,3,0,-5,3,1
90313,3,0,-5,3,1
90314,3,0,-5,3,1
90315,3,0,-5,3,1
90316,3,0,-5,3,1
90317,3,0,-5,3,1
90318,3,0,-5,3,1
90319,3,0,-5,3,1
90320,3,0,-5,3,1
90321,3,0,-5,3,1
90322,3,0,-5,3,1
90323,3,0,-5,3,1
90324,3,0,-5,3,1
90325,3,0,-5,3,1
90326,3,0,-5,3,1
90327,3,0,-5,3,1
90328,3,0,-5,3,1
90329,3,0,-5,3,1
90330,3,0,-5,3,1
90331,3,0,-5,3,1
90332,-1,0,1,-1,1
90333,-1,0,1,-1,1
90334,-1,0,1,-1,1
90335,-1,0,1,-1,1
90336,-1,0,1,-1,1
90337,-1,0,1,-1,1
90338,-1,0,1,-1,1
90339,-1,0,1,-1,1
90340,-1,0,1,-1,1
90341,-1,0,1,-1,1
90342,-1,0,1,-1,1
90343,-1,0,1,-1,1
90344,-1,0,1,-1,1
90345,-1,0,1,-1,1
90346,-1,0,1,-1,1
90347,-1,0,1,-1,1
90348,-1,0,1,-1,1
90349,-1,0,1,-1,1
90350,-1,0,1,-1,1
90351,-1,0,1,-1,1
90352,-1,0,1,-1,1
90353,-1,0,1,-1,1
90354,-1,0,1,-1,1
90355,-1,0,1,-1,1
90356,-1,0,1,-1,1
90357,-1,0,1,-1,1
90358,-1,0,1,-1,1
90359,-1,0,1,-1,1
90360,-1,0,1,-1,1
90361,-1,0,1,-1,1
90362,-1,0,1,-1,1
90363,-1,0,1,-1,1
90364,-1,0,1,-1,1
90365,-1,0,1,-1,1
90366,-1,0,1,-1,1
90367,-1,0,1,-1,1
90368,-1,0,1,-1,1
90369,-1,0,1,-1,1
90370,-1,0,1,-1,1
90371,-1,0,1,-1,1
90372,-1,0,1,-1,1
90373,-1,0,1,-1,1
90374,-1,0,1,-1,1
90375,-1,0,1,-1,1
90376,-1,0,1,-1,1
90377,-1,0,1,-1,1
90378,-1,0,1,-1,1
90379,-1,0,1,-1,1
90380,-1,0,1,-1,1
90381,-1,0,1,-1,1
90382,-1,0,1,-1,1
90383,-1,0,1,-1,1
90384,-1,0,1,-1,1
90385,-1,0,1,-1,1
90386,2,0,-2,2,1
90387,2,0,-2,2,1
90388,2,0,-2,2,1
90389,2,0,-2,2,1
90390,2,0,-2,2,1
90391,2,0,-2,2,1
90392,2,0,-2,2,1
90393,2,0,-2,2,1
90394,2,0,-2,2,1
90395,2,0,-2,2,1
90396,2,0,-2,2,1
90397,2,0,-2,2,1
90398,2,0,-2,2,1
90399,2,0,-2,2,1
90400,2,0,-2,2,1
90401,2,0,-2,2,1
90402,2,0,-2,2,1
90403,2,0,-2,2,1
90404,2,0,-2,2,1
90405,2,0,-2,2,1
90406,2,0,-2,2,1
90407,2,0,-2,2,1
90408,2,0,-2,2,1
90409,2,0,-2,2,1
90410,2,0,-2,2,1
90411,2,0,-2,2,1
90412,2,0,-2,2,1
90413,2,0,-2,2,1
90414,2,0,-2,2,1
90415,2,0,-2,2,1
90416,2,0,-2,2,1
90417,2,0,-2,2,1
90418,2,0,-2,2,1
90419,2,0,-2,2,1
90420,2,0,-2,2,1
90421,2,0,-2,2,1
90422,2,0,-2,2,1
90423,2,0,-2,2,1
90424,2,0,-2,2,1
90425,2,0,-2,2,1
90426,2,0,-2,2,1
90427,2,0,-2,2,1
90428,2,0,-2,2,1
90429,2,0,-2,2,1
90430,2,0,-2,2,1
90431,2,0,-2,2,1
90432,2,0,-2,2,1
90433,2,0,-2,2,1
90434,2,0,-2,2,1
90435,2,0,-2,2,1
90436,2,0,-2,2,1
90437,2,0,-2,2,1
90438,2,0,-2,2,1
90439,6,0,-7,6,1
90440,6,0,-7,6,1
90441,6,0,-7,6,1
90442,6,0,-7,6,1
90443,6,0,-7,6,1
90444,6,0,-7,6,1
90445,6,0,-7,6,1
90446,6,0,-7,6,1
90447,6,0,-7,6,1
90448,6,0,-7,6,1
90449,6,0,-7,6,1
90450,6,0,-7,6,1
90451,6,0,-7,6,1
90452,6,0,-7,6,1
90453,6,0,-7,6,1
90454,6,0,-7,6,1
90455,6,0,-7,6,1
90456,6,0,-7,6,1
90457,6,0,-7,6,1
90458,6,0,-7,6,1
90459,6,0,-7,6,1
90460,6,0,-7,6,1
90461,6,0,-7,6,1
90462,6,0,-7,6,1
90463,6,0,-7,6,1
90464,6,0,-7,6,1
90465,6,0,-7,6,1
90466,6,0,-7,6,1
90467,6,0,-7,6,1
90468,6,0,-7,6,1
90469,6,0,-7,6,1
90470,6,0,-7,6,1
90471,6,0,-7,6,1
90472,6,0,-7,6,1
90473,6,0,-7,6,1
90474,6,0,-7,6,1
90475,6,0,-7,6,1
90476,6,0,-7,6,1
90477,6,0,-7,6,1
90478,6,0,-7,6,1
90479,6,0,-7,6,1
90480,6,0,-7,6,1
90481,6,0,-7,6,1
90482,6,0,-7,6,1
90483,6,0,-7,6,1
90484,6,0,-7,6,1
90485,6,0,-7,6,1
90486,6,0,-7,6,1
90487,6,0,-7,6,1
90488,-6,0,6,-6,1
90489,-6,0,6,-6,1
90490,-6,0,6,-6,1
90491,-6,0,6,-6,1
90492,-6,0,6,-6,1
90493,-6,0,6,-6,1
90494,-6,0,6,-6,1
90495,-6,0,6,-6,1
90496,-6,0,6,-6,1
90497,-6,0,6,-6,1
90498,-6,0,6,-6,1
90499,-6,0,6,-6,1
90500,-6,0,6,-6,1
90501,-6,0,6,-6,1
90502,-6,0,6,-6,1
90503,-6,0,6,-6,1
90504,-6,0,6,-6,1
90505,-6,0,6,-6,1
90506,-6,0,6,-6,1
90507,-6,0,6,-6,1
90508,-6,0,6,-6,1
90509,-6,0,6,-6,1
90510,-6,0,6,-6,1
90511,-6,0,6,-6,1
90512,-6,0,6,-6,1
90513,-6,0,6,-6,1
90514,-6,0,6,-6,1
90515,-6,0,6,-6,1
90516,-6,0,6,-6,1
90517,-6,0,6,-6,1
90518,-6,0,6,-6,1
90519,-6,0,6,-6,1
90520,-6,0,6,-6,1
90521,-6,0,6,-6,1
90522,-6,0,6,-6,1
90523,-6,0,6,-6,1
90524,-6,0,6,-6,1
90525,-6,0,6,-6,1
90526,-6,0,6,-6,1
90527,-6,0,6,-6,1
90528,-6,0,6,-6,1
90529,-6,0,6,-6,1
90530,-6,0,6,-6,1
90531,-6,0,6,-6,1
90532,-6,0,6,-6,1
90533,-6,0,6,-6,1
90534,-6,0,6,-6,1
90535,-6,0,6,-6,1
90536,-6,0,6,-6,1
90537,-6,0,6,-6,1
90538,-6,0,6,-6,1
90539,-6,0,6,-6,1
90540,-6,0,6,-6,1
90541,-6,0,6,-6,1
90542,-6,0,6,-6,1
90543,-6,0,6,-6,1
90544,-6,0,6,-6,1
90545,-6,0,6,-6,1
90546,-6,0,6,-6,1
90547,-6,0,6,-6,1
90548,4,0,-7,4,1
90549,4,0,-7,4,1
90550,4,0,-7,4,1
90551,4,0,-7,4,1
90552,4,0,-7,4,1
90553,4,0,-7,4,1
90554,4,0,-7,4,1
90555,4,0,-7,4,1
90556,4,0,-7,4,1
90557,4,0,-7,4,1
90558,4,0,-7,4,1
90559,4,0,-7,4,1
90560,4,0,-7,4,1
90561,4,0,-7,4,1
90562,4,0,-7,4,1
90563,4,0,-7,4,1
90564,4,0,-7,4,1
90565,4,0,-7,4,1
90566,4,0,-7,4,1
90567,4,0,-7,4,1
90568,4,0,-7,4,1
90569,4,0,-7,4,1
90570,4,0,-7,4,1
90571,4,0,-7,4,1
90572,4,0,-7,4,1
90573,4,0,-7,4,1
90574,4,0,-7,4,1
90575,4,0,-7,4,1
90576,4,0,-7,4,1
90577,4,0,-7,4,1
90578,4,0,-7,4,1
90579,4,0,-7,4,1
90580,4,0,-7,4,1
90581,4,0,-7,4,1
90582,4,0,-7,4,1
90583,4,0,-7,4,1
90584,4,0,-7,4,1
90585,4,0,-7,4,1
90586,4,0,-7,4,1
90587,4,0,-7,4,1
90588,4,0,-7,4,1
90589,4,0,-7,4,1
90590,4,0,-7,4,1
90591,4,0,-7,4,1
90592,-8,0,-7,-8,1
90593,-8,0,-7,-8,1
90594,-8,0,-7,-8,1
90595,-8,0,-7,-8,1
90596,-8,0,-7,-8,1
90597,-8,0,-7,-8,1
90598,-8,0,-7,-8,1
90599,-8,0,-7,-8,1
90600,-8,0,-7,-8,1
90601,-8,0,-7,-8,1
90602,-8,0,-7,-8,1
90603,-8,0,-7,-8,1
90604,-8,0,-7,-8,1
90605,-8,0,-7,-8,1
90606,-8,0,-7,-8,1
90607,-8,0,-7,-8,1
90608,-8,0,-7,-8,1
90609,-8,0,-7,-8,1
90610,-8,0,-7,-8,1
90611,-8,0,-7,-8,1
90612,-8,0,-7,-8,1
90613,-8,0,-7,-8,1
90614,-8,0,-7,-8,1
90615,-8,0,-7,-8,1
90616,-8,0,-7,-8,1
90617,-8,0,-7,-8,1
90618,-8,0,-7,-8,1
90619,-8,0,-7,-8,1
90620,-8,0,-7,-8,1
90621,-8,0,-7,-8,1
90622,-8,0,-7,-8,1
90623,-8,0,-7,-8,1
90624,-8,0,-7,-8,1
90625,-8,0,-7,-8,1
90626,-8,0,-7,-8,1
90627,-8,0,-7,-8,1
90628,-8,0,-7,-8,1
90629,-8,0,-7,-8,1
90630,-8,0,-7,-8,1
90631,-8,0,-7,-8,1
90632,-8,0,-7,-8,1
90633,-8,0,-7,-8,1
90634,-8,0,-7,-8,1
90635,-8,0,-7,-8,1
90636,-8,0,-7,-8,1
90637,-8,0,-7,-8,1
90638,-8,0,-7,-8,1
90639,-8,0,-7,-8,1
90640,7,0,1,7,1
90641,7,0,1,7,1
90642,7,0,1,7,1
90643,7,0,1,7,1
90644,7,0,1,7,1
90645,7,0,1,7,1
90646,7,0,1,7,1
90647,7,0,1,7,1
90648,7,0,1,7,1
90649,7,0,1,7,1
90650,7,0,1,7,1
90651,7,0,1,7,1
90652,7,0,1,7,1
90653,7,0,1,7,1
90654,7,0,1,7,1
90655,7,0,1,7,1
90656,7,0,1,7,1
90657,7,0,1,7,1
90658,7,0,1,7,1
90659,7,0,1,7,1
90660,7,0,1,7,1
90661,7,0,1,7,1
90662,7,0,1,7,1
90663,7,0,1,7,1
90664,7,0,1,7,1
90665,7,0,1,7,1
90666,7,0,1,7,1
90667,7,0,1,7,1
90668,7,0,1,7,1
90669,7,0,1,7,1
90670,7,0,1,7,1
90671,7,0,1,7,1
90672,7,0,1,7,1
90673,7,0,1,7,1
90674,7,0,1,7,1
90675,7,0,1,7,1
90676,7,0,1,7,1
90677,7,0,1,7,1
90678,7,0,1,7,1
90679,7,0,1,7,1
90680,7,0,1,7,1
90681,7,0,1,7,1
90682,7,0,1,7,1
90683,7,0,1,7,1
90684,7,0,1,7,1
90685,7,0,1,7,1
90686,7,0,1,7,1
90687,-6,0,-10,-6,1
90688,-6,0,-10,-6,1
90689,-6,0,-10,-6,1
90690,-6,0,-10,-6,1
90691,-6,0,-10,-6,1
90692,-6,0,-10,-6,1
90693,-6,0,-10,-6,1
90694,-6,0,-10,-6,1
90695,-6,0,-10,-6,1
90696,-6,0,-10,-6,1
90697,-6,0,-10,-6,1
90698,-6,0,-10,-6,1
90699,-6,0,-10,-6,1
90700,-6,0,-10,-6,1
90701,-6,0,-10,-6,1
90702,-6,0,-10,-6,1
90703,-6,0,-10,-6,1
90704,-6,0,-10,-6,1
90705,-6,0,-10,-6,1
90706,-6,0,-10,-6,1
90707,-6,0,-10,-6,1
90708,-6,0,-10,-6,1
90709,-6,0,-10,-6,1
90710,-6,0,-10,-6,1
90711,-6,0,-10,-6,1
90712,-6,0,-10,-6,1
90713,-6,0,-10,-6,1
90714,-6,0,-10,-6,1
90715,-6,0,-10,-6,1
90716,-6,0,-10,-6,1
90717,-6,0,-10,-6,1
90718,-6,0,-10,-6,1
90719,-6,0,-10,-6,1
90720,-6,0,-10,-6,1
90721,-6,0,-10,-6,1
90722,-6,0,-10,-6,1
90723,-6,0,-10,-6,1
90724,-6,0,-10,-6,1
90725,-6,0,-10,-6,1
90726,-6,0,-10,-6,1
90727,-6,0,-10,-6,1
90728,-6,0,-10,-6,1
90729,-6,0,-10,-6,1
90730,-6,0,-10,-6,1
90731,-6,0,-10,-6,1
90732,-6,0,-10,-6,1
90733,-6,0,-10,-6,1
90734,-6,0,-10,-6,1
90735,-6,0,-10,-6,1
90736,-6,0,-10,-6,1
90737,-6,0,-10,-6,1
90738,-6,0,-10,-6,1
90739,-6,0,-10,-6,1
90740,-6,0,-10,-6,1
90741,-6,0,-10,-6,1
90742,-6,0,-10,-6,1
90743,-6,0,-10,-6,1
90744,-6,0,-10,-6,1
90745,-6,0,-10,-6,1
90746,-6,0,-10,-6,1
90747,0,0,-6,0,1
90748,0,0,-6,0,1
90749,0,0,-6,0,1
90750,0,0,-6,0,1
90751,0,0,-6,0,1
90752,0,0,-6,0,1
90753,0,0,-6,0,1
90754,0,0,-6,0,1
90755,0,0,-6,0,1
90756,0,0,-6,0,1
90757,0,0,-6,0,1
90758,0,0,-6,0,1
90759,0,0,-6,0,1
90760,0,0,-6,0,1
90761,0,0,-6,0,1
90762,0,0,-6,0,1
90763,0,0,-6,0,1
90764,0,0,-6,0,1
90765,0,0,-6,0,1
90766,0,0,-6,0,1
90767,0,0,-6,0,1
90768,0,0,-6,0,1
90769,0,0,-6,0,1
90770,0,0,-6,0,1
90771,0,0,-6,0,1
90772,0,0,-6,0,1
90773,0,0,-6,0,1
90774,0,0,-6,0,1
90775,0,0,-6,0,1
90776,0,0,-6,0,1
90777,0,0,-6,0,1
90778,0,0,-6,0,1
90779,0,0,-6,0,1
90780,0,0,-6,0,1
90781,0,0,-6,0,1
90782,0,0,-6,0,1
90783,0,0,-6,0,1
90784,0,0,-6,0,1
90785,0,0,-6,0,1
90786,0,0,-6,0,1
90787,0,0,-6,0,1
90788,0,0,-6,0,1
90789,-7,0,-4,-7,1
90790,-7,0,-4,-7,1
90791,-7,0,-4,-7,1
90792,-7,0,-4,-7,1
90793,-7,0,-4,-7,1
90794,-7,0,-4,-7,1
90795,-7,0,-4,-7,1
90796,-7,0,-4,-7,1
90797,-7,0,-4,-7,1
90798,-7,0,-4,-7,1
90799,-7,0,-4,-7,1
90800,-7,0,-4,-7,1
90801,-7,0,-4,-7,1
90802,-7,0,-4,-7,1
90803,-7,0,-4,-7,1
90804,-7,0,-4,-7,1
90805,-7,0,-4,-7,1
90806,-7,0,-4,-7,1
90807,-7,0,-4,-7,1
90808,-7,0,-4,-7,1
90809,-7,0,-4,-7,1
90810,-7,0,-4,-7,1
90811,-7,0,-4,-7,1
90812,-7,0,-4,-7,1
90813,-7,0,-4,-7,1
90814,-7,0,-4,-7,1
90815,-7,0,-4,-7,1
90816,-7,0,-4,-7,1
90817,-7,0,-4,-7,1
90818,-7,0,-4,-7,1
90819,-7,0,-4,-7,1
90820,-7,0,-4,-7,1
90821,-7,0,-4,-7,1
90822,-7,0,-4,-7,1
90823,-7,0,-4,-7,1
90824,-7,0,-4,-7,1
90825,-7,0,-4,-7,1
90826,-7,0,-4,-7,1
90827,-7,0,-4,-7,1
