,a,b,e,c,d
42204,8,0,-6,8,1
42205,8,0,-6,8,1
42206,8,0,-6,8,1
42207,8,0,-6,8,1
42208,8,0,-6,8,1
42209,8,0,-6,8,1
42210,8,0,-6,8,1
42211,8,0,-6,8,1
42212,8,0,-6,8,1
42213,8,0,-6,8,1
42214,8,0,-6,8,1
42215,8,0,-6,8,1
42216,8,0,-6,8,1
42217,8,0,-6,8,1
42218,8,0,-6,8,1
42219,8,0,-6,8,1
42220,8,0,-6,8,1
42221,8,0,-6,8,1
42222,8,0,-6,8,1
42223,8,0,-6,8,1
42224,8,0,-6,8,1
42225,8,0,-6,8,1
42226,8,0,-6,8,1
42227,8,0,-6,8,1
42228,8,0,-6,8,1
42229,8,0,-6,8,1
42230,8,0,-6,8,1
42231,8,0,-6,8,1
42232,8,0,-6,8,1
42233,8,0,-6,8,1
42234,8,0,-6,8,1
42235,8,0,-6,8,1
42236,8,0,-6,8,1
42237,8,0,-6,8,1
42238,8,0,-6,8,1
42239,8,0,-6,8,1
42240,8,0,-6,8,1
42241,-1,0,9,-1,1
42242,-1,0,9,-1,1
42243,-1,0,9,-1,1
42244,-1,0,9,-1,1
42245,-1,0,9,-1,1
42246,-1,0,9,-1,1
42247,-1,0,9,-1,1
42248,-1,0,9,-1,1
42249,-1,0,9,-1,1
42250,-1,0,9,-1,1
42251,-1,0,9,-1,1
42252,-1,0,9,-1,1
42253,-1,0,9,-1,1
42254,-1,0,9,-1,1
42255,-1,0,9,-1,1
42256,-1,0,9,-1,1
42257,-1,0,9,-1,1
42258,-1,0,9,-1,1
42259,-1,0,9,-1,1
42260,-1,0,9,-1,1
42261,-1,0,9,-1,1
42262,-1,0,9,-1,1
42263,-1,0,9,-1,1
42264,-1,0,9,-1,1
42265,-1,0,9,-1,1
42266,-1,0,9,-1,1
42267,-1,0,9,-1,1
42268,-1,0,9,-1,1
42269,-1,0,9,-1,1
42270,-1,0,9,-1,1
42271,-1,0,9,-1,1
42272,-1,0,9,-1,1
42273,-1,0,9,-1,1
42274,-1,0,9,-1,1
42275,-1,0,9,-1,1
42276,-1,0,9,-1,1
42277,-1,0,9,-1,1
42278,-1,0,9,-1,1
42279,-1,0,9,-1,1
42280,-1,0,9,-1,1
42281,-1,0,9,-1,1
42282,-1,0,9,-1,1
42283,-1,0,9,-1,1
42284,-1,0,9,-1,1
42285,-1,0,9,-1,1
42286,-1,0,9,-1,1
42287,-1,0,9,-1,1
42288,-1,0,9,-1,1
42289,-1,0,9,-1,1
42290,-1,0,9,-1,1
42291,-1,0,9,-1,1
42292,-1,0,9,-1,1
42293,-1,0,9,-1,1
42294,-1,0,9,-1,1
42295,4,0,4,4,1
42296,4,0,4,4,1
42297,4,0,4,4,1
42298,4,0,4,4,1
42299,4,0,4,4,1
42300,4,0,4,4,1
42301,4,0,4,4,1
42302,4,0,4,4,1
42303,4,0,4,4,1
42304,4,0,4,4,1
42305,4,0,4,4,1
42306,4,0,4,4,1
42307,4,0,4,4,1
42308,4,0,4,4,1
42309,4,0,4,4,1
42310,4,0,4,4,1
42311,4,0,4,4,1
42312,4,0,4,4,1
42313,4,0,4,4,1
42314,4,0,4,4,1
42315,4,0,4,4,1
42316,4,0,4,4,1
42317,4,0,4,4,1
42318,4,0,4,4,1
42319,4,0,4,4,1
42320,4,0,4,4,1
42321,4,0,4,4,1
42322,4,0,4,4,1
42323,4,0,4,4,1
42324,4,0,4,4,1
42325,4,0,4,4,1
42326,4,0,4,4,1
42327,4,0,4,4,1
42328,4,0,4,4,1
42329,4,0,4,4,1
42330,4,0,4,4,1
42331,4,0,4,4,1
42332,4,0,4,4,1
42333,4,0,4,4,1
42334,4,0,4,4,1
42335,4,0,4,4,1
42336,4,0,4,4,1
42337,4,0,4,4,1
42338,4,0,4,4,1
42339,2,0,-1,2,1
42340,2,0,-1,2,1
42341,2,0,-1,2,1
42342,2,0,-1,2,1
42343,2,0,-1,2,1
42344,2,0,-1,2,1
42345,2,0,-1,2,1
42346,2,0,-1,2,1
42347,2,0,-1,2,1
42348,2,0,-1,2,1
42349,2,0,-1,2,1
42350,2,0,-1,2,1
42351,2,0,-1,2,1
42352,2,0,-1,2,1
42353,2,0,-1,2,1
42354,2,0,-1,2,1
42355,2,0,-1,2,1
42356,2,0,-1,2,1
42357,2,0,-1,2,1
42358,2,0,-1,2,1
42359,2,0,-1,2,1
42360,2,0,-1,2,1
42361,2,0,-1,2,1
42362,2,0,-1,2,1
42363,2,0,-1,2,1
42364,2,0,-1,2,1
42365,2,0,-1,2,1
42366,2,0,-1,2,1
42367,2,0,-1,2,1
42368,2,0,-1,2,1
42369,2,0,-1,2,1
42370,2,0,-1,2,1
42371,2,0,-1,2,1
42372,2,0,-1,2,1
42373,2,0,-1,2,1
42374,2,0,-1,2,1
42375,2,0,-1,2,1
42376,2,0,-1,2,1
42377,2,0,-1,2,1
42378,2,0,-1,2,1
42379,2,0,-1,2,1
42380,2,0,-1,2,1
42381,2,0,-1,2,1
42382,2,0,-1,2,1
42383,2,0,-1,2,1
42384,2,0,-1,2,1
42385,2,0,-1,2,1
42386,2,0,-1,2,1
42387,2,0,-1,2,1
42388,2,0,-1,2,1
42389,2,0,-1,2,1
42390,2,0,-1,2,1
42391,2,0,-1,2,1
42392,4,0,-9,4,1
42393,4,0,-9,4,1
42394,4,0,-9,4,1
42395,4,0,-9,4,1
42396,4,0,-9,4,1
42397,4,0,-9,4,1
42398,4,0,-9,4,1
42399,4,0,-9,4,1
42400,4,0,-9,4,1
42401,4,0,-9,4,1
42402,4,0,-9,4,1
42403,4,0,-9,4,1
42404,4,0,-9,4,1
42405,4,0,-9,4,1
42406,4,0,-9,4,1
42407,4,0,-9,4,1
42408,4,0,-9,4,1
42409,4,0,-9,4,1
42410,4,0,-9,4,1
42411,4,0,-9,4,1
42412,4,0,-9,4,1
42413,4,0,-9,4,1
42414,4,0,-9,4,1
42415,4,0,-9,4,1
42416,4,0,-9,4,1
42417,4,0,-9,4,1
42418,4,0,-9,4,1
42419,4,0,-9,4,1
42420,4,0,-9,4,1
42421,4,0,-9,4,1
42422,4,0,-9,4,1
42423,4,0,-9,4,1
42424,4,0,-9,4,1
42425,4,0,-9,4,1
42426,4,0,-9,4,1
42427,4,0,-9,4,1
42428,4,0,-9,4,1
42429,4,0,-9,4,1
42430,4,0,-9,4,1
42431,4,0,-9,4,1
42432,4,0,-9,4,1
42433,4,0,-9,4,1
42434,4,0,-9,4,1
42435,4,0,-9,4,1
42436,-3,0,5,-3,1
42437,-3,0,5,-3,1
42438,-3,0,5,-3,1
42439,-3,0,5,-3,1
42440,-3,0,5,-3,1
42441,-3,0,5,-3,1
42442,-3,0,5,-3,1
42443,-3,0,5,-3,1
42444,-3,0,5,-3,1
42445,-3,0,5,-3,1
42446,-3,0,5,-3,1
42447,-3,0,5,-3,1
42448,-3,0,5,-3,1
42449,-3,0,5,-3,1
42450,-3,0,5,-3,1
42451,-3,0,5,-3,1
42452,-3,0,5,-3,1
42453,-3,0,5,-3,1
42454,-3,0,5,-3,1
42455,-3,0,5,-3,1
42456,-3,0,5,-3,1
42457,-3,0,5,-3,1
42458,-3,0,5,-3,1
42459,-3,0,5,-3,1
42460,-3,0,5,-3,1
42461,-3,0,5,-3,1
42462,-3,0,5,-3,1
42463,-3,0,5,-3,1
42464,-3,0,5,-3,1
42465,-3,0,5,-3,1
42466,-3,0,5,-3,1
42467,-3,0,5,-3,1
42468,-3,0,5,-3,1
42469,-3,0,5,-3,1
42470,-3,0,5,-3,1
42471,-3,0,5,-3,1
42472,-3,0,5,-3,1
42473,-3,0,5,-3,1
42474,-3,0,5,-3,1
42475,-3,0,5,-3,1
42476,-3,0,5,-3,1
42477,-3,0,5,-3,1
42478,-3,0,5,-3,1
42479,-3,0,5,-3,1
42480,-3,0,5,-3,1
42481,-3,0,5,-3,1
42482,-3,0,5,-3,1
42483,0,0,3,0,1
42484,0,0,3,0,1
42485,0,0,3,0,1
42486,0,0,3,0,1
42487,0,0,3,0,1
42488,0,0,3,0,1
42489,0,0,3,0,1
42490,0,0,3,0,1
42491,0,0,3,0,1
42492,0,0,3,0,1
42493,0,0,3,0,1
42494,0,0,3,0,1
42495,0,0,3,0,1
42496,0,0,3,0,1
42497,0,0,3,0,1
42498,0,0,3,0,1
42499,0,0,3,0,1
42500,0,0,3,0,1
42501,0,0,3,0,1
42502,0,0,3,0,1
42503,0,0,3,0,1
42504,0,0,3,0,1
42505,0,0,3,0,1
42506,0,0,3,0,1
42507,0,0,3,0,1
42508,0,0,3,0,1
42509,0,0,3,0,1
42510,0,0,3,0,1
42511,0,0,3,0,1
42512,0,0,3,0,1
42513,0,0,3,0,1
42514,0,0,3,0,1
42515,0,0,3,0,1
42516,0,0,3,0,1
42517,0,0,3,0,1
42518,0,0,3,0,1
42519,0,0,3,0,1
42520,0,0,3,0,1
42521,0,0,3,0,1
42522,0,0,3,0,1
42523,0,0,3,0,1
42524,0,0,3,0,1
42525,5,0,-10,5,1
42526,5,0,-10,5,1
42527,5,0,-10,5,1
42528,5,0,-10,5,1
42529,5,0,-10,5,1
42530,5,0,-10,5,1
42531,5,0,-10,5,1
42532,5,0,-10,5,1
42533,5,0,-10,5,1
42534,5,0,-10,5,1
42535,5,0,-10,5,1
42536,5,0,-10,5,1
42537,5,0,-10,5,1
42538,5,0,-10,5,1
42539,5,0,-10,5,1
42540,5,0,-10,5,1
42541,5,0,-10,5,1
42542,5,0,-10,5,1
42543,5,0,-10,5,1
42544,5,0,-10,5,1
42545,5,0,-10,5,1
42546,5,0,-10,5,1
42547,5,0,-10,5,1
42548,5,0,-10,5,1
42549,5,0,-10,5,1
42550,5,0,-10,5,1
42551,5,0,-10,5,1
42552,5,0,-10,5,1
42553,5,0,-10,5,1
42554,5,0,-10,5,1
42555,5,0,-10,5,1
42556,5,0,-10,5,1
42557,5,0,-10,5,1
42558,5,0,-10,5,1
42559,5,0,-10,5,1
42560,5,0,-10,5,1
42561,5,0,-10,5,1
42562,5,0,-10,5,1
42563,5,0,-10,5,1
42564,5,0,-10,5,1
42565,5,0,-10,5,1
42566,5,0,-10,5,1
42567,5,0,-10,5,1
42568,5,0,-10,5,1
42569,5,0,-10,5,1
42570,5,0,-10,5,1
42571,5,0,-10,5,1
42572,5,0,-10,5,1
42573,5,0,-10,5,1
42574,5,0,-10,5,1
42575,5,0,-10,5,1
42576,1,0,6,1,1
42577,1,0,6,1,1
42578,1,0,6,1,1
42579,1,0,6,1,1
42580,1,0,6,1,1
42581,1,0,6,1,1
42582,1,0,6,1,1
42583,1,0,6,1,1
42584,1,0,6,1,1
42585,1,0,6,1,1
42586,1,0,6,1,1
42587,1,0,6,1,1
42588,1,0,6,1,1
42589,1,0,6,1,1
42590,1,0,6,1,1
42591,1,0,6,1,1
42592,1,0,6,1,1
42593,1,0,6,1,1
42594,1,0,6,1,1
42595,1,0,6,1,1
42596,1,0,6,1,1
42597,1,0,6,1,1
42598,1,0,6,1,1
42599,1,0,6,1,1
42600,1,0,6,1,1
42601,1,0,6,1,1
42602,1,0,6,1,1
42603,1,0,6,1,1
42604,1,0,6,1,1
42605,1,0,6,1,1
42606,1,0,6,1,1
42607,1,0,6,1,1
42608,1,0,6,1,1
42609,1,0,6,1,1
42610,1,0,6,1,1
42611,1,0,6,1,1
42612,1,0,6,1,1
42613,1,0,6,1,1
42614,1,0,6,1,1
42615,1,0,6,1,1
42616,1,0,6,1,1
42617,1,0,6,1,1
42618,1,0,6,1,1
42619,1,0,6,1,1
42620,1,0,6,1,1
42621,1,0,6,1,1
42622,1,0,6,1,1
42623,1,0,6,1,1
42624,1,0,6,1,1
42625,-1,0,8,-1,1
42626,-1,0,8,-1,1
42627,-1,0,8,-1,1
42628,-1,0,8,-1,1
42629,-1,0,8,-1,1
42630,-1,0,8,-1,1
42631,-1,0,8,-1,1
42632,-1,0,8,-1,1
42633,-1,0,8,-1,1
42634,-1,0,8,-1,1
42635,-1,0,8,-1,1
42636,-1,0,8,-1,1
42637,-1,0,8,-1,1
42638,-1,0,8,-1,1
42639,-1,0,8,-1,1
42640,-1,0,8,-1,1
42641,-1,0,8,-1,1
42642,-1,0,8,-1,1
42643,-1,0,8,-1,1
42644,-1,0,8,-1,1
42645,-1,0,8,-1,1
42646,-1,0,8,-1,1
42647,-1,0,8,-1,1
42648,-1,0,8,-1,1
42649,-1,0,8,-1,1
42650,-1,0,8,-1,1
42651,-1,0,8,-1,1
42652,-1,0,8,-1,1
42653,-1,0,8,-1,1
42654,-1,0,8,-1,1
42655,-1,0,8,-1,1
42656,-1,0,8,-1,1
42657,-1,0,8,-1,1
42658,-1,0,8,-1,1
42659,-1,0,8,-1,1
42660,-1,0,8,-1,1
42661,-1,0,8,-1,1
42662,-1,0,8,-1,1
42663,-1,0,8,-1,1
42664,-1,0,8,-1,1
42665,-1,0,8,-1,1
42666,-1,0,8,-1,1
42667,-1,0,8,-1,1
42668,-1,0,8,-1,1
42669,-1,0,8,-1,1
42670,-1,0,8,-1,1
42671,-1,0,8,-1,1
42672,-1,0,8,-1,1
42673,-1,0,8,-1,1
42674,-1,0,8,-1,1
42675,-1,0,8,-1,1
42676,-1,0,8,-1,1
42677,-1,0,8,-1,1
42678,-1,0,8,-1,1
42679,5,0,-5,5,1
42680,5,0,-5,5,1
42681,5,0,-5,5,1
42682,5,0,-5,5,1
42683,5,0,-5,5,1
42684,5,0,-5,5,1
42685,5,0,-5,5,1
42686,5,0,-5,5,1
42687,5,0,-5,5,1
42688,5,0,-5,5,1
42689,5,0,-5,5,1
42690,5,0,-5,5,1
42691,5,0,-5,5,1
42692,5,0,-5,5,1
42693,5,0,-5,5,1
42694,5,0,-5,5,1
42695,5,0,-5,5,1
42696,5,0,-5,5,1
42697,5,0,-5,5,1
42698,5,0,-5,5,1
42699,5,0,-5,5,1
42700,5,0,-5,5,1
42701,5,0,-5,5,1
42702,5,0,-5,5,1
42703,5,0,-5,5,1
42704,5,0,-5,5,1
42705,5,0,-5,5,1
42706,5,0,-5,5,1
42707,5,0,-5,5,1
42708,5,0,-5,5,1
42709,5,0,-5,5,1
42710,5,0,-5,5,1
42711,5,0,-5,5,1
42712,5,0,-5,5,1
42713,5,0,-5,5,1
42714,5,0,-5,5,1
42715,5,0,-5,5,1
42716,5,0,-5,5,1
42717,5,0,-5,5,1
42718,5,0,-5,5,1
42719,5,0,-5,5,1
42720,5,0,-5,5,1
42721,5,0,-5,5,1
42722,5,0,-5,5,1
42723,5,0,-5,5,1
42724,5,0,-5,5,1
42725,5,0,-5,5,1
42726,5,0,-5,5,1
42727,5,0,-5,5,1
42728,5,0,-5,5,1
42729,5,0,-5,5,1
42730,-8,0,3,-8,1
42731,-8,0,3,-8,1
42732,-8,0,3,-8,1
42733,-8,0,3,-8,1
42734,-8,0,3,-8,1
42735,-8,0,3,-8,1
42736,-8,0,3,-8,1
42737,-8,0,3,-8,1
42738,-8,0,3,-8,1
42739,-8,0,3,-8,1
42740,-8,0,3,-8,1
42741,-8,0,3,-8,1
42742,-8,0,3,-8,1
42743,-8,0,3,-8,1
42744,-8,0,3,-8,1
42745,-8,0,3,-8,1
42746,-8,0,3,-8,1
42747,-8,0,3,-8,1
42748,-8,0,3,-8,1
42749,-8,0,3,-8,1
42750,-8,0,3,-8,1
42751,-8,0,3,-8,1
42752,-8,0,3,-8,1
42753,-8,0,3,-8,1
42754,-8,0,3,-8,1
42755,-8,0,3,-8,1
42756,-8,0,3,-8,1
42757,-8,0,3,-8,1
42758,-8,0,3,-8,1
42759,-8,0,3,-8,1
42760,-8,0,3,-8,1
42761,-8,0,3,-8,1
42762,-8,0,3,-8,1
42763,-8,0,3,-8,1
42764,-8,0,3,-8,1
42765,-8,0,3,-8,1
42766,-8,0,3,-8,1
42767,-8,0,3,-8,1
42768,-8,0,3,-8,1
42769,-8,0,3,-8,1
42770,-8,0,3,-8,1
42771,-8,0,3,-8,1
42772,-8,0,3,-8,1
42773,-8,0,3,-8,1
42774,-8,0,3,-8,1
42775,-8,0,3,-8,1
42776,-8,0,3,-8,1
42777,-8,0,3,-8,1
42778,0,0,4,0,1
42779,0,0,4,0,1
42780,0,0,4,0,1
42781,0,0,4,0,1
42782,0,0,4,0,1
42783,0,0,4,0,1
42784,0,0,4,0,1
42785,0,0,4,0,1
42786,0,0,4,0,1
42787,0,0,4,0,1
42788,0,0,4,0,1
42789,0,0,4,0,1
42790,0,0,4,0,1
42791,0,0,4,0,1
42792,0,0,4,0,1
42793,0,0,4,0,1
42794,0,0,4,0,1
42795,0,0,4,0,1
42796,0,0,4,0,1
42797,0,0,4,0,1
42798,0,0,4,0,1
42799,0,0,4,0,1
42800,0,0,4,0,1
42801,0,0,4,0,1
42802,0,0,4,0,1
42803,0,0,4,0,1
42804,0,0,4,0,1
42805,0,0,4,0,1
42806,0,0,4,0,1
42807,0,0,4,0,1
42808,0,0,4,0,1
42809,0,0,4,0,1
42810,0,0,4,0,1
42811,0,0,4,0,1
42812,0,0,4,0,1
42813,0,0,4,0,1
42814,0,0,4,0,1
42815,0,0,4,0,1
42816,0,0,4,0,1
42817,0,0,4,0,1
42818,0,0,4,0,1
42819,0,0,4,0,1
42820,-5,0,5,-5,1
42821,-5,0,5,-5,1
42822,-5,0,5,-5,1
42823,-5,0,5,-5,1
42824,-5,0,5,-5,1
42825,-5,0,5,-5,1
42826,-5,0,5,-5,1
42827,-5,0,5,-5,1
42828,-5,0,5,-5,1
42829,-5,0,5,-5,1
42830,-5,0,5,-5,1
42831,-5,0,5,-5,1
42832,-5,0,5,-5,1
42833,-5,0,5,-5,1
42834,-5,0,5,-5,1
42835,-5,0,5,-5,1
42836,-5,0,5,-5,1
42837,-5,0,5,-5,1
42838,-5,0,5,-5,1
42839,-5,0,5,-5,1
42840,-5,0,5,-5,1
42841,-5,0,5,-5,1
42842,-5,0,5,-5,1
42843,-5,0,5,-5,1
42844,-5,0,5,-5,1
42845,-5,0,5,-5,1
42846,-5,0,5,-5,1
42847,-5,0,5,-5,1
42848,-5,0,5,-5,1
42849,-5,0,5,-5,1
42850,-5,0,5,-5,1
42851,-5,0,5,-5,1
42852,-5,0,5,-5,1
42853,-5,0,5,-5,1
42854,-5,0,5,-5,1
42855,-5,0,5,-5,1
42856,-5,0,5,-5,1
42857,5,0,-3,5,1
42858,5,0,-3,5,1
42859,5,0,-3,5,1
42860,5,0,-3,5,1
42861,5,0,-3,5,1
42862,5,0,-3,5,1
42863,5,0,-3,5,1
42864,5,0,-3,5,1
42865,5,0,-3,5,1
42866,5,0,-3,5,1
42867,5,0,-3,5,1
42868,5,0,-3,5,1
42869,5,0,-3,5,1
42870,5,0,-3,5,1
42871,5,0,-3,5,1
42872,5,0,-3,5,1
42873,5,0,-3,5,1
42874,5,0,-3,5,1
42875,5,0,-3,5,1
42876,5,0,-3,5,1
42877,5,0,-3,5,1
42878,5,0,-3,5,1
42879,5,0,-3,5,1
42880,5,0,-3,5,1
42881,5,0,-3,5,1
42882,5,0,-3,5,1
42883,5,0,-3,5,1
42884,5,0,-3,5,1
42885,5,0,-3,5,1
42886,5,0,-3,5,1
42887,5,0,-3,5,1
42888,5,0,-3,5,1
42889,5,0,-3,5,1
42890,5,0,-3,5,1
42891,5,0,-3,5,1
42892,5,0,-3,5,1
42893,5,0,-3,5,1
42894,5,0,-3,5,1
42895,5,0,-3,5,1
42896,5,0,-3,5,1
42897,5,0,-3,5,1
42898,5,0,-3,5,1
42899,5,0,-3,5,1
42900,5,0,-3,5,1
42901,5,0,-3,5,1
42902,5,0,-3,5,1
42903,5,0,-3,5,1
42904,5,0,-3,5,1
42905,5,0,-3,5,1
42906,5,0,-3,5,1
42907,5,0,-3,5,1
42908,9,0,5,9,1
42909,9,0,5,9,1
42910,9,0,5,9,1
42911,9,0,5,9,1
42912,9,0,5,9,1
42913,9,0,5,9,1
42914,9,0,5,9,1
42915,9,0,5,9,1
42916,9,0,5,9,1
42917,9,0,5,9,1
42918,9,0,5,9,1
42919,9,0,5,9,1
42920,9,0,5,9,1
42921,9,0,5,9,1
42922,9,0,5,9,1
42923,9,0,5,9,1
42924,9,0,5,9,1
42925,9,0,5,9,1
42926,9,0,5,9,1
42927,9,0,5,9,1
42928,9,0,5,9,1
42929,9,0,5,9,1
42930,9,0,5,9,1
42931,9,0,5,9,1
42932,9,0,5,9,1
42933,9,0,5,9,1
42934,9,0,5,9,1
42935,9,0,5,9,1
42936,9,0,5,9,1
42937,9,0,5,9,1
42938,9,0,5,9,1
42939,9,0,5,9,1
42940,9,0,5,9,1
42941,9,0,5,9,1
42942,9,0,5,9,1
42943,9,0,5,9,1
42944,9,0,5,9,1
42945,9,0,5,9,1
42946,9,0,5,9,1
42947,9,0,5,9,1
42948,9,0,5,9,1
42949,9,0,5,9,1
42950,9,0,5,9,1
42951,9,0,5,9,1
42952,9,0,5,9,1
42953,9,0,5,9,1
42954,9,0,5,9,1
42955,-5,0,-8,-5,1
42956,-5,0,-8,-5,1
42957,-5,0,-8,-5,1
42958,-5,0,-8,-5,1
42959,-5,0,-8,-5,1
42960,-5,0,-8,-5,1
42961,-5,0,-8,-5,1
42962,-5,0,-8,-5,1
42963,-5,0,-8,-5,1
42964,-5,0,-8,-5,1
42965,-5,0,-8,-5,1
42966,-5,0,-8,-5,1
42967,-5,0,-8,-5,1
42968,-5,0,-8,-5,1
42969,-5,0,-8,-5,1
42970,-5,0,-8,-5,1
42971,-5,0,-8,-5,1
42972,-5,0,-8,-5,1
42973,-5,0,-8,-5,1
42974,-5,0,-8,-5,1
42975,-5,0,-8,-5,1
42976,-5,0,-8,-5,1
42977,-5,0,-8,-5,1
42978,-5,0,-8,-5,1
42979,-5,0,-8,-5,1
42980,-5,0,-8,-5,1
42981,-5,0,-8,-5,1
42982,-5,0,-8,-5,1
42983,-5,0,-8,-5,1
42984,-5,0,-8,-5,1
42985,-5,0,-8,-5,1
42986,-5,0,-8,-5,1
42987,-5,0,-8,-5,1
42988,-5,0,-8,-5,1
42989,-5,0,-8,-5,1
42990,-5,0,-8,-5,1
42991,-5,0,-8,-5,1
42992,1,0,7,1,1
42993,1,0,7,1,1
42994,1,0,7,1,1
42995,1,0,7,1,1
42996,1,0,7,1,1
42997,1,0,7,1,1
42998,1,0,7,1,1
42999,1,0,7,1,1
43000,1,0,7,1,1
43001,1,0,7,1,1
43002,1,0,7,1,1
43003,1,0,7,1,1
43004,1,0,7,1,1
43005,1,0,7,1,1
43006,1,0,7,1,1
43007,1,0,7,1,1
43008,1,0,7,1,1
43009,1,0,7,1,1
43010,1,0,7,1,1
43011,1,0,7,1,1
43012,1,0,7,1,1
43013,1,0,7,1,1
43014,1,0,7,1,1
43015,1,0,7,1,1
43016,1,0,7,1,1
43017,1,0,7,1,1
43018,1,0,7,1,1
43019,1,0,7,1,1
43020,1,0,7,1,1
43021,1,0,7,1,1
43022,1,0,7,1,1
43023,1,0,7,1,1
43024,1,0,7,1,1
43025,1,0,7,1,1
43026,1,0,7,1,1
43027,1,0,7,1,1
43028,1,0,7,1,1
43029,1,0,7,1,1
43030,1,0,7,1,1
43031,1,0,7,1,1
43032,1,0,7,1,1
43033,1,0,7,1,1
43034,1,0,7,1,1
43035,1,0,7,1,1
43036,1,0,7,1,1
43037,1,0,7,1,1
43038,1,0,7,1,1
43039,1,0,7,1,1
43040,1,0,7,1,1
43041,-8,0,9,-8,1
43042,-8,0,9,-8,1
43043,-8,0,9,-8,1
43044,-8,0,9,-8,1
43045,-8,0,9,-8,1
43046,-8,0,9,-8,1
43047,-8,0,9,-8,1
43048,-8,0,9,-8,1
43049,-8,0,9,-8,1
43050,-8,0,9,-8,1
43051,-8,0,9,-8,1
43052,-8,0,9,-8,1
43053,-8,0,9,-8,1
43054,-8,0,9,-8,1
43055,-8,0,9,-8,1
43056,-8,0,9,-8,1
43057,-8,0,9,-8,1
43058,-8,0,9,-8,1
43059,-8,0,9,-8,1
43060,-8,0,9,-8,1
43061,-8,0,9,-8,1
43062,-8,0,9,-8,1
43063,-8,0,9,-8,1
43064,-8,0,9,-8,1
43065,-8,0,9,-8,1
43066,-8,0,9,-8,1
43067,-8,0,9,-8,1
43068,-8,0,9,-8,1
43069,-8,0,9,-8,1
43070,-8,0,9,-8,1
43071,-8,0,9,-8,1
43072,-8,0,9,-8,1
43073,-8,0,9,-8,1
43074,-8,0,9,-8,1
43075,-8,0,9,-8,1
43076,-8,0,9,-8,1
43077,-8,0,9,-8,1
43078,-8,0,9,-8,1
43079,-8,0,9,-8,1
43080,-8,0,9,-8,1
43081,-8,0,9,-8,1
43082,-8,0,9,-8,1
43083,-8,0,9,-8,1
43084,-8,0,9,-8,1
43085,-8,0,9,-8,1
43086,-8,0,9,-8,1
43087,-8,0,9,-8,1
43088,-8,0,9,-8,1
43089,6,0,0,6,1
43090,6,0,0,6,1
43091,6,0,0,6,1
43092,6,0,0,6,1
43093,6,0,0,6,1
43094,6,0,0,6,1
43095,6,0,0,6,1
43096,6,0,0,6,1
43097,6,0,0,6,1
43098,6,0,0,6,1
43099,6,0,0,6,1
43100,6,0,0,6,1
43101,6,0,0,6,1
43102,6,0,0,6,1
43103,6,0,0,6,1
43104,6,0,0,6,1
43105,6,0,0,6,1
43106,6,0,0,6,1
43107,6,0,0,6,1
43108,6,0,0,6,1
43109,6,0,0,6,1
43110,6,0,0,6,1
43111,6,0,0,6,1
43112,6,0,0,6,1
43113,6,0,0,6,1
43114,6,0,0,6,1
43115,6,0,0,6,1
43116,6,0,0,6,1
43117,6,0,0,6,1
43118,6,0,0,6,1
43119,6,0,0,6,1
43120,6,0,0,6,1
43121,6,0,0,6,1
43122,6,0,0,6,1
43123,6,0,0,6,1
43124,6,0,0,6,1
43125,6,0,0,6,1
43126,6,0,0,6,1
43127,6,0,0,6,1
43128,6,0,0,6,1
43129,6,0,0,6,1
43130,6,0,0,6,1
43131,6,0,0,6,1
43132,6,0,0,6,1
43133,6,0,0,6,1
43134,6,0,0,6,1
43135,6,0,0,6,1
43136,6,0,0,6,1
43137,6,0,0,6,1
43138,4,0,-2,4,1
43139,4,0,-2,4,1
43140,4,0,-2,4,1
43141,4,0,-2,4,1
43142,4,0,-2,4,1
43143,4,0,-2,4,1
43144,4,0,-2,4,1
43145,4,0,-2,4,1
43146,4,0,-2,4,1
43147,4,0,-2,4,1
43148,4,0,-2,4,1
43149,4,0,-2,4,1
43150,4,0,-2,4,1
43151,4,0,-2,4,1
43152,4,0,-2,4,1
43153,4,0,-2,4,1
43154,4,0,-2,4,1
43155,4,0,-2,4,1
43156,4,0,-2,4,1
43157,4,0,-2,4,1
43158,4,0,-2,4,1
43159,4,0,-2,4,1
43160,4,0,-2,4,1
43161,4,0,-2,4,1
43162,4,0,-2,4,1
43163,4,0,-2,4,1
43164,4,0,-2,4,1
43165,4,0,-2,4,1
43166,4,0,-2,4,1
43167,4,0,-2,4,1
43168,4,0,-2,4,1
43169,4,0,-2,4,1
43170,4,0,-2,4,1
43171,4,0,-2,4,1
43172,4,0,-2,4,1
43173,4,0,-2,4,1
43174,4,0,-2,4,1
43175,4,0,-2,4,1
43176,4,0,-2,4,1
43177,4,0,-2,4,1
43178,4,0,-2,4,1
43179,4,0,-2,4,1
43180,4,0,-2,4,1
43181,4,0,-2,4,1
43182,3,0,7,3,1
43183,3,0,7,3,1
43184,3,0,7,3,1
43185,3,0,7,3,1
43186,3,0,7,3,1
43187,3,0,7,3,1
43188,3,0,7,3,1
43189,3,0,7,3,1
43190,3,0,7,3,1
43191,3,0,7,3,1
43192,3,0,7,3,1
43193,3,0,7,3,1
43194,3,0,7,3,1
43195,3,0,7,3,1
43196,3,0,7,3,1
43197,3,0,7,3,1
43198,3,0,7,3,1
43199,3,0,7,3,1
43200,3,0,7,3,1
